No,Product Type,Primary,On Primary,Secondary,On Secondary,Accent,On Accent,Background,Foreground,Card,Card Foreground,Muted,Muted Foreground,Border,Destructive,On Destructive,Ring,Keywords,Notes
445,Style — Cute Soft Pastel,#B84671,#FFFFFF,#7B5CA7,#FFFFFF,#277367,#FFFFFF,#FFF7FA,#3D2430,#FFFFFF,#3D2430,#F5E3EB,#6E5460,#E8CAD7,#B4233D,#FFFFFF,#CF5A82,cute soft pastel kawaii friendly playful gentle kids lifestyle,"Style preset: cute-soft, light, low-to-controlled chroma. Agent usage: use pastels for surfaces; keep saturated colors to actions, rewards and selected states. AA text pairs and 3:1+ component contrast verified | Scenario: saas|developer-tools|ai-products; Avoid: regulated-finance|clinical-emergency; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
446,Style — Cute Candy Pop,#C63C70,#FFFFFF,#5961BF,#FFFFFF,#A65713,#FFFFFF,#FFF8F2,#3B2730,#FFFFFF,#3B2730,#F9E4D9,#6C5350,#F0CFC0,#B4233D,#FFFFFF,#DE5C89,cute candy pop colorful cheerful youth playful ecommerce social,"Style preset: cute-candy, light, expressive. Agent usage: pink leads rewards and actions; violet supports navigation; orange marks limited highlights. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: regulated-finance|clinical-emergency; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
447,Style — Dopamine Playful,#6B36D1,#FFFFFF,#B83259,#FFFFFF,#17806E,#FFFFFF,#FFFDF5,#281C3D,#FFFFFF,#281C3D,#F1EAF8,#625477,#DED2EC,#B4233D,#FFFFFF,#8752E0,dopamine bold colorful energetic playful campaign creative event youthful,"Style preset: dopamine, light, expressive. Agent usage: use one dominant hue per section; distribute secondary colors as semantic punctuation rather than rainbow surfaces. AA text pairs and 3:1+ component contrast verified | Scenario: saas|developer-tools|ai-products; Avoid: regulated-finance|clinical-emergency; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
448,Style — Natural Healing,#356850,#FFFFFF,#65745A,#FFFFFF,#A46220,#FFFFFF,#F5F4EC,#24322A,#FCFCF6,#24322A,#E2E7DA,#596458,#C8D3C3,#B4233D,#FFFFFF,#4B8065,natural healing botanical organic calm wellness sustainability therapy,"Style preset: natural-crafted, light, restrained. Agent usage: use botanical greens as anchors and ochre only for calls to action or key data emphasis. AA text pairs and 3:1+ component contrast verified | Scenario: saas|developer-tools|ai-products; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
449,Style — Warm Editorial,#3A3430,#FFFFFF,#786555,#FFFFFF,#B24D1B,#FFFFFF,#FBF7F1,#2A2521,#FFFDF8,#2A2521,#EDE4D9,#64594F,#DCCFC0,#B4233D,#FFFFFF,#744935,warm editorial paper ink magazine content culture restaurant craft,"Style preset: warm-editorial, light, restrained. Agent usage: paper-white and ink carry content; burnt orange is an editorial marker, not a page fill. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: —; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
450,Style — Quiet Minimal,#36383B,#FFFFFF,#697077,#FFFFFF,#256E8A,#FFFFFF,#F7F8F8,#202326,#FFFFFF,#202326,#E6E8E9,#5D656B,#D0D5D7,#B4233D,#FFFFFF,#4B555C,quiet minimal monochrome neutral-led portfolio architecture product restrained,"Style preset: quiet-minimal, light, restrained. Agent usage: gray scale establishes hierarchy; blue only indicates interaction, active state and focus. AA text pairs and 3:1+ component contrast verified | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
451,Style — Airy Light Tech,#1B6590,#FFFFFF,#3F7C9B,#FFFFFF,#3D776B,#FFFFFF,#F4F8FA,#18313D,#FFFFFF,#18313D,#E1EDF1,#506873,#C7DCE4,#B4233D,#FFFFFF,#2A789E,light-tech airy clean functional saas ai healthcare finance dashboard,"Style preset: clean-functional, light, controlled. Agent usage: use light blue-gray surfaces for information density; cyan-teal only expresses actions and status. AA text pairs and 3:1+ component contrast verified | Scenario: finance|banking|wealth-management; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
452,Style — Dark Future,#8658D3,#FFFFFF,#2B4C92,#FFFFFF,#11A491,#0F172A,#0D0F18,#F3F5FF,#191C2A,#F3F5FF,#272A3A,#B6BDD4,#393F56,#D8556C,#0F172A,#A27AEA,dark future neo cyber futuristic immersive ai gaming digital expressive,"Style preset: dark-tech, dark, expressive. Agent usage: deep navy surfaces ground the UI; violet and teal are signal colors for actions, data and spatial accents. AA text pairs and 3:1+ component contrast verified | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
453,Style — Modern Retro,#8C4B2E,#FFFFFF,#6E6560,#FFFFFF,#2E6D72,#FFFFFF,#F6EFE6,#302723,#FFFCF6,#302723,#E8DCCF,#675B54,#D7C5B5,#B4233D,#FFFFFF,#A66040,modern retro analog warm nostalgic craft travel food lifestyle,"Style preset: modern-retro, light, controlled. Agent usage: warm cream dominates; rust identifies action; teal is a sparse balancing accent. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: —; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
454,Style — Friendly Gamified,#4B7D18,#FFFFFF,#B84770,#FFFFFF,#237A94,#FFFFFF,#FFFDF4,#26351E,#FFFFFF,#26351E,#E7F0D8,#56634D,#D2E0BD,#B4233D,#FFFFFF,#669D2C,friendly gamified reward playful education habit kids productivity community,"Style preset: friendly-gamified, light, expressive. Agent usage: green establishes progress; pink is reward and celebration; blue supports secondary actions and information. AA text pairs and 3:1+ component contrast verified | Scenario: education|learning|childcare; Avoid: regulated-finance|clinical-emergency; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
455,Style — Sport Performance,#B64421,#FFFFFF,#304C65,#FFFFFF,#407A32,#FFFFFF,#F7F7F3,#202A30,#FFFFFF,#202A30,#E5E8E5,#5D6767,#CED6D2,#B4233D,#FFFFFF,#C7562E,sport performance athletic outdoor fitness running training energetic functional,"Style preset: sport-performance, light, crisp. Agent usage: warm red-orange carries primary action; navy structures data and navigation; green is reserved for completion and progress. AA text pairs and 3:1+ component contrast verified | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
456,Style — Scandinavian Fresh,#355F68,#FFFFFF,#65766C,#FFFFFF,#A55B2B,#FFFFFF,#F6F7F3,#26332F,#FFFFFF,#26332F,#E1E6E0,#58645D,#C9D2C9,#B4233D,#FFFFFF,#477B7E,scandinavian nordic fresh minimal home lifestyle calm natural light,"Style preset: scandinavian-fresh, light, restrained. Agent usage: soft off-white provides the field; blue-green defines interaction; terracotta is a rare warm focal point. AA text pairs and 3:1+ component contrast verified | Scenario: home-interior|hospitality|lifestyle; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
457,Style — French Romantic,#964C61,#FFFFFF,#87616C,#FFFFFF,#836B23,#FFFFFF,#FCF5F3,#38262B,#FFFDFC,#38262B,#F0E0E3,#6A565C,#E0C6CC,#B4233D,#FFFFFF,#B8667B,french romantic elegant floral beauty wedding boutique lifestyle warm,"Style preset: french-romantic, light, controlled. Agent usage: rose is a signature rather than a surface; antique gold only identifies premium details, status and confirmation. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: childcare|mass-market-discount; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
458,Style — Wedding Celebration,#79566A,#FFFFFF,#756E60,#FFFFFF,#92691F,#FFFFFF,#FBF8F4,#332A2E,#FFFDF9,#332A2E,#ECE4DF,#665B59,#DCD0C8,#B4233D,#FFFFFF,#967086,celebration wedding event invitation ceremony elegant premium romantic,"Style preset: celebration-refined, light, restrained. Agent usage: plum anchors names and formal actions; brass marks milestones, confirmation and premium service moments. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: childcare|mass-market-discount; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
459,Style — Community Public Good,#216C79,#FFFFFF,#557A66,#FFFFFF,#A3621B,#FFFFFF,#F5F8F5,#20332F,#FFFFFF,#20332F,#E0EAE4,#54655B,#C8D8CE,#B4233D,#FFFFFF,#2F848B,community civic nonprofit public-good education service trust friendly inclusive,"Style preset: community-trust, light, controlled. Agent usage: teal carries direct action and links; green supports participation; ochre is only for achievements and calls for attention. AA text pairs and 3:1+ component contrast verified | Scenario: education|learning|childcare; Avoid: regulated-finance|clinical-emergency; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
460,Style — Urban Street,#2B2D32,#FFFFFF,#51545B,#FFFFFF,#B54720,#FFFFFF,#F5F5F3,#222428,#FFFFFF,#222428,#E1E2E2,#5F6268,#CCCED0,#B4233D,#FFFFFF,#41444B,urban street fashion music culture bold editorial monochrome energetic,"Style preset: urban-street, light, crisp. Agent usage: monochrome controls the layout; burnt orange is a hard-edged accent for releases, CTAs and selected content. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: —; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
461,Style — Quiet Wealth,#274C5C,#FFFFFF,#60757B,#FFFFFF,#88621F,#FFFFFF,#F5F4EE,#1F2D33,#FFFDF8,#1F2D33,#E3E5DE,#59635F,#CDD4CC,#B4233D,#FFFFFF,#3B6774,wealth finance private-banking professional premium calm refined neutral,"Style preset: quiet-wealth, light, restrained. Agent usage: deep blue-green provides confidence; muted gold is restricted to high-value status, never used as a dominant dashboard surface. AA text pairs and 3:1+ component contrast verified | Scenario: finance|banking|wealth-management; Avoid: childcare|mass-market-discount|high-energy-gaming|flash-sale; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
462,Style — Travel Exploration,#236B8E,#FFFFFF,#56706B,#FFFFFF,#B25D1C,#FFFFFF,#F4F8F6,#21343B,#FFFFFF,#21343B,#DDEBE8,#526763,#C2D9D4,#B4233D,#FFFFFF,#3386A9,travel exploration destination outdoor journey map adventure booking active,"Style preset: travel-exploration, light, controlled. Agent usage: blue navigates maps and planning; earth-orange identifies booking and route milestones; green remains semantic for nature and success. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: —; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
463,Style — Home Sanctuary,#6A4B39,#FFFFFF,#786F5C,#FFFFFF,#346D63,#FFFFFF,#F9F5ED,#302821,#FFFDF8,#302821,#E8E0D3,#665D52,#D9CCBB,#B4233D,#FFFFFF,#845F48,home interior sanctuary decor hospitality calm warm natural lifestyle,"Style preset: home-sanctuary, light, restrained. Agent usage: warm plaster surfaces dominate; brown is used for stable navigation; deep teal makes sparse interactive anchors. AA text pairs and 3:1+ component contrast verified | Scenario: home-interior|hospitality|lifestyle; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
464,Style — Healthcare Human,#1D7080,#FFFFFF,#477B79,#FFFFFF,#985840,#FFFFFF,#F5F8F7,#203438,#FFFFFF,#203438,#DFECE9,#526763,#C5DAD6,#B4233D,#FFFFFF,#2D8792,healthcare human clinical care wellness service calm trust accessible,"Style preset: healthcare-human, light, controlled. Agent usage: blue-teal leads clarity and safety; warm clay is limited to empathetic highlights, appointment urgency and human moments. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.9; Recommendation: style-first; Evidence: token-only."
465,Hue Family — Pink Blush Luxe,#8F425E,#FFFFFF,#7C606B,#FFFFFF,#86621E,#FFFFFF,#FCF7F6,#34242A,#FFFDFC,#34242A,#F0E1E4,#6A555C,#E0C8CE,#B4233D,#FFFFFF,#AA5C79,hue-pink pink-blush rose luxury high-end wedding beauty restrained deep-muted micro,"Hue expression: pink → blush rose; deep, controlled saturation, micro accent. Style fit: high-end, wedding, premium beauty. Agent usage: pink identifies signature actions; brass is limited to premium details. AA text pairs and 3:1+ component contrast verified | Scenario: saas|developer-tools|ai-products; Avoid: childcare|mass-market-discount; Origin confidence: 0.85; Recommendation: hue-first; Evidence: token-only."
466,Hue Family — Pink Candy Pop,#C43F79,#FFFFFF,#625EC2,#FFFFFF,#1E806D,#FFFFFF,#FFF7FA,#3B2531,#FFFFFF,#3B2531,#F5E1EA,#6B5360,#EAC9D8,#B4233D,#FFFFFF,#DD5D92,hue-pink pink-candy magenta cute playful social vivid expressive light-mid,"Hue expression: pink → candy magenta; mid lightness, vivid, expressive. Style fit: cute, playful, social, youth. Agent usage: pink leads rewards and primary actions; violet and teal remain secondary semantic signals. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: regulated-finance|clinical-emergency; Origin confidence: 0.85; Recommendation: hue-first; Evidence: token-only."
467,Hue Family — Pink Rose Editorial,#A34C57,#FFFFFF,#7D625E,#FFFFFF,#2F6B69,#FFFFFF,#FBF6F1,#352827,#FFFCF8,#352827,#F0E1DC,#6B5752,#E0CBC3,#B4233D,#FFFFFF,#BD6570,hue-pink pink-rose warm editorial food floral content controlled mid micro,"Hue expression: pink → warm rose; medium lightness, controlled chroma, micro accent. Style fit: editorial, floral, food, boutique content. Agent usage: rose punctuates headings and save states; teal provides sparse link and interaction contrast. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: —; Origin confidence: 0.85; Recommendation: hue-first; Evidence: token-only."
468,Hue Family — Cool Green Signal,#08756F,#FFFFFF,#3C6D85,#FFFFFF,#7650C2,#FFFFFF,#F3F8F8,#1D3336,#FFFFFF,#1D3336,#DCEBE9,#526865,#C3D9D6,#B4233D,#FFFFFF,#16928A,hue-green cool-green teal cyan tech ai saas data controlled functional mid,"Hue expression: green → cool teal; medium lightness, controlled chroma, functional. Style fit: AI, SaaS, data tools, climate intelligence. Agent usage: teal carries system actions and positive status; blue supports information hierarchy; violet is exceptional emphasis. AA text pairs and 3:1+ component contrast verified | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.85; Recommendation: hue-first; Evidence: token-only."
469,Hue Family — Cool Green Mist,#267A76,#FFFFFF,#5C7A85,#FFFFFF,#A05C37,#FFFFFF,#F3F8F7,#213438,#FFFFFF,#213438,#DFECE9,#526763,#C5DAD6,#B4233D,#FFFFFF,#3A928B,hue-green cool-green seafoam mist healthcare wellness calm controlled light,"Hue expression: green → seafoam teal; light-to-mid, controlled chroma, functional. Style fit: healthcare, wellness, service, calm productivity. Agent usage: cool green communicates care and completion; clay is reserved for empathetic highlights or limited urgency. AA text pairs and 3:1+ component contrast verified | Scenario: cross-industry; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.85; Recommendation: hue-first; Evidence: token-only."
470,Hue Family — Warm Green Botanical,#496B3E,#FFFFFF,#6F7751,#FFFFFF,#9B6122,#FFFFFF,#F6F5EC,#293127,#FEFDF8,#293127,#E4E7D8,#5A6253,#CCD4C3,#B4233D,#FFFFFF,#5B824D,hue-green warm-green botanical olive natural sustainability organic controlled light,"Hue expression: green → botanical olive; mid-to-deep, controlled chroma, micro accent. Style fit: nature, sustainability, gardening, slow living. Agent usage: warm green anchors navigation and primary action; ochre signals sun, harvest and completion. AA text pairs and 3:1+ component contrast verified | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.85; Recommendation: hue-first; Evidence: token-only."
471,Hue Family — Warm Green Moss Craft,#626A2B,#FFFFFF,#7A7352,#FFFFFF,#93513A,#FFFFFF,#F7F3E9,#302F23,#FFFDF7,#302F23,#E9E2D3,#655E50,#D7CCB8,#B4233D,#FFFFFF,#767C3A,hue-green warm-green moss olive craft home food retro muted restrained mid,"Hue expression: green → moss olive; mid, muted, restrained. Style fit: craft, home, food, heritage, modern retro. Agent usage: moss creates stable surfaces and labels; rust is a warm editorial accent, not a broad background. AA text pairs and 3:1+ component contrast verified | Scenario: home-interior|hospitality|lifestyle; Avoid: —; Origin confidence: 0.85; Recommendation: hue-first; Evidence: token-only."
472,Home Interior / Biophilic Living,#557A4E,#FFFFFF,#B99768,#241A0D,#B85C45,#FFFFFF,#F5F7F0,#253124,#FFFFFF,#253124,#E3EADF,#586455,#CDD7C7,#B4233D,#FFFFFF,#557A4E,home interior biophilic living plant natural warm green olive calm,Warm-green home set: botanical green leads; brass grounds furniture and craft; terracotta is reserved for tactile actions. AA text pairs and 3:1+ component contrast verified | Scenario: home-interior|hospitality|lifestyle; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only.
473,Home Interior / Biophilic Living,#29452C,#FFFFFF,#80653D,#FFFFFF,#C06B4C,#24100A,#18231B,#F2F5ED,#223126,#F2F5ED,#2D3B30,#C2CEC0,#3E5141,#F28B82,#39100D,#6E9A69,home interior biophilic living plant natural warm green olive dark sanctuary,Warm-green dark home set: deep forest surfaces create sanctuary; clay marks only tactile moments and high-attention actions. AA text pairs and 3:1+ component contrast verified | Scenario: home-interior|hospitality|lifestyle; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only.
474,Home Interior / Biophilic Living,#687A31,#FFFFFF,#C88B5A,#2B160D,#D4A62A,#2B2103,#FBF8F1,#2D3126,#FFFDF8,#2D3126,#E9E8DA,#616250,#D8D8C4,#B4233D,#FFFFFF,#687A31,home interior kitchen craft warm green olive botanical dining natural,Warm-green craft kitchen set: olive anchors cabinetry and navigation; clay and harvest yellow are compact action accents. AA text pairs and 3:1+ component contrast verified | Scenario: home-interior|hospitality|lifestyle; Avoid: —; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only.
475,Home Interior / Biophilic Living,#365A43,#FFFFFF,#A38B69,#241B10,#A74F3C,#FFFFFF,#202A23,#F3F5EE,#29362C,#F3F5EE,#344237,#C7D0C2,#4B5D4D,#F28B82,#39100D,#78A778,home interior living room sanctuary warm green sage moss craft dark,"Warm-green dark living set: sage signal keeps the dark surface humane; muted clay supports furniture, warmth and intimate calls to action. AA text pairs and 3:1+ component contrast verified | Scenario: home-interior|hospitality|lifestyle; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
